Block Name,Point ID,Points_X,Points_Y,Points_Z,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,5107,-2.69696,-2.24384,-0.681951,3.574,104865137,23024,3.574,1,4,104865137,-11
dataset_1,5121,-2.68359,-2.2169,-0.676609,3.546,104865193,23044,3.546,2,4,104865193,-11
dataset_1,5135,-2.67158,-2.19134,-0.671648,3.52,104865248,23064,3.52,7,4,104865248,-11
dataset_1,5148,-2.6716,-2.1758,-0.66974,3.51,104865303,23084,3.51,2,4,104865303,-11
dataset_1,5151,-2.76754,-2.25072,-0.437998,3.594,104865313,23088,3.594,1,8,104865313,-7
dataset_1,5161,-2.64254,-2.13683,-0.660581,3.462,104865359,23104,3.462,1,4,104865359,-11
dataset_1,5163,-2.67651,-2.16276,-0.545018,3.484,104865363,23106,3.484,1,6,104865363,-9
dataset_1,5165,-2.69815,-2.17869,-0.425811,3.494,104865368,23108,3.494,2,8,104865368,-7
dataset_1,5175,-2.62702,-2.10916,-0.654856,3.432,104865414,23124,3.432,2,4,104865414,-11
dataset_1,5177,-2.66555,-2.13857,-0.541263,3.46,104865418,23126,3.46,1,6,104865418,-9
dataset_1,5178,-2.67786,-2.14691,-0.421424,3.458,104865423,23128,3.458,2,8,104865423,-7
dataset_1,5188,-2.61441,-2.08407,-0.649895,3.406,104865469,23144,3.406,2,4,104865469,-11
dataset_1,5190,-2.63592,-2.09971,-0.533754,3.412,104865474,23146,3.412,1,6,104865474,-9
dataset_1,5191,-2.6636,-2.12024,-0.418012,3.43,104865478,23148,3.43,1,8,104865478,-7
dataset_1,5199,-2.60012,-2.05787,-0.644553,3.378,104865524,23164,3.378,2,4,104865524,-11
dataset_1,5201,-2.61534,-2.06844,-0.528123,3.376,104865529,23166,3.376,1,6,104865529,-9
dataset_1,5202,-2.64295,-2.08877,-0.413625,3.394,104865534,23168,3.394,2,8,104865534,-7
dataset_1,5203,-2.71556,-2.14539,-0.302779,3.474,104865538,23169,3.474,1,10,104865538,-5
dataset_1,5210,-2.60111,-2.04393,-0.643026,3.37,104865580,23184,3.37,2,4,104865580,-11
dataset_1,5212,-2.61478,-2.0532,-0.526558,3.366,104865584,23186,3.366,2,6,104865584,-9
dataset_1,5213,-2.61587,-2.05258,-0.408262,3.35,104865589,23188,3.35,2,8,104865589,-7
dataset_1,5214,-2.65719,-2.08426,-0.295458,3.39,104865594,23189,3.39,1,10,104865594,-5
dataset_1,5220,-2.74375,-2.14134,-0.803525,3.572,104865630,23203,3.572,1,2,104865630,-13
dataset_1,5222,-2.58656,-2.01793,-0.637684,3.342,104865635,23204,3.342,2,4,104865635,-11
dataset_1,5224,-2.59389,-2.0222,-0.520927,3.33,104865640,23206,3.33,2,6,104865640,-9
dataset_1,5225,-2.62928,-2.04831,-0.409237,3.358,104865644,23208,3.358,2,8,104865644,-7
dataset_1,5226,-2.62673,-2.04559,-0.291274,3.342,104865649,23209,3.342,3,10,104865649,-5
dataset_1,5232,-2.76354,-2.1413,-0.807124,3.588,104865686,23223,3.588,1,2,104865686,-13
dataset_1,5234,-2.57496,-1.99446,-0.633104,3.318,104865690,23224,3.318,2,4,104865690,-11
dataset_1,5236,-2.57594,-1.99378,-0.515921,3.298,104865695,23226,3.298,2,6,104865695,-9
dataset_1,5237,-2.61286,-2.0209,-0.405581,3.328,104865700,23228,3.328,2,8,104865700,-7
dataset_1,5238,-2.60075,-2.01081,-0.287614,3.3,104865704,23229,3.3,2,10,104865704,-5
dataset_1,5244,-2.73701,-2.1055,-0.797227,3.544,104865741,23243,3.544,1,2,104865741,-13
dataset_1,5246,-2.56479,-1.9723,-0.628906,3.296,104865746,23244,3.296,2,4,104865746,-11
dataset_1,5248,-2.57035,-1.97515,-0.513418,3.282,104865750,23246,3.282,2,6,104865750,-9
dataset_1,5249,-2.58369,-1.98396,-0.399975,3.282,104865755,23248,3.282,2,8,104865755,-7
dataset_1,5250,-2.59037,-1.98838,-0.285697,3.278,104865759,23249,3.278,2,10,104865759,-5
dataset_1,5257,-2.74398,-2.09641,-0.797227,3.544,104865796,23262,3.544,1,2,104865796,-13
dataset_1,5259,-2.55727,-1.95306,-0.625472,3.278,104865801,23263,3.278,2,4,104865801,-11
dataset_1,5261,-2.55333,-1.94864,-0.508725,3.252,104865806,23265,3.252,2,6,104865806,-9
dataset_1,5262,-2.58236,-1.96937,-0.398757,3.272,104865810,23267,3.272,2,8,104865810,-7
dataset_1,5263,-2.58586,-1.97132,-0.284476,3.264,104865815,23268,3.264,2,10,104865815,-5
dataset_1,5270,-2.53591,-1.92277,-0.618603,3.242,104865856,23283,3.242,2,4,104865856,-11
dataset_1,5272,-2.5491,-1.93137,-0.506535,3.238,104865861,23285,3.238,2,6,104865861,-9
dataset_1,5273,-2.54332,-1.92559,-0.391688,3.214,104865865,23287,3.214,2,8,104865865,-7
dataset_1,5274,-2.58001,-1.95266,-0.283082,3.248,104865870,23288,3.248,2,10,104865870,-5
dataset_1,5281,-2.52725,-1.90166,-0.614787,3.222,104865912,23304,3.222,2,4,104865912,-11
dataset_1,5283,-2.54511,-1.9137,-0.504345,3.224,104865916,23306,3.224,2,6,104865916,-9
dataset_1,5284,-2.54242,-1.91029,-0.390469,3.204,104865921,23308,3.204,2,8,104865921,-7
dataset_1,5285,-2.56166,-1.92405,-0.280293,3.216,104865925,23309,3.216,2,10,104865925,-5
dataset_1,5291,-2.84419,-2.12541,-0.819722,3.644,104865962,23323,3.644,1,2,104865962,-13
dataset_1,5293,-2.52444,-1.88578,-0.612497,3.21,104865967,23324,3.21,3,4,104865967,-11
dataset_1,5295,-2.52011,-1.88117,-0.498087,3.184,104865971,23326,3.184,2,6,104865971,-9
dataset_1,5296,-2.54749,-1.90022,-0.390226,3.202,104865976,23328,3.202,2,8,104865976,-7
dataset_1,5297,-2.53961,-1.89366,-0.277155,3.18,104865981,23329,3.18,2,10,104865981,-5
dataset_1,5299,-2.59613,-1.93439,-0.169673,3.242,104865985,23331,3.242,1,12,104865985,-3
dataset_1,5304,-2.73229,-2.0277,-0.785529,3.492,104866018,23342,3.492,1,2,104866018,-13
dataset_1,5306,-2.51018,-1.86219,-0.607536,3.184,104866022,23343,3.184,3,4,104866022,-11
dataset_1,5308,-2.49301,-1.8481,-0.491517,3.142,104866027,23345,3.142,2,6,104866027,-9
dataset_1,5310,-2.53304,-1.8764,-0.387057,3.176,104866031,23347,3.176,4,8,104866031,-7
dataset_1,5312,-2.53147,-1.87456,-0.275586,3.162,104866036,23348,3.162,4,10,104866036,-5
dataset_1,5314,-2.53189,-1.8735,-0.165068,3.154,104866041,23350,3.154,1,12,104866041,-3
dataset_1,5319,-2.74877,-2.02509,-0.788229,3.504,104866073,23362,3.504,1,2,104866073,-13
dataset_1,5321,-2.51034,-1.84876,-0.606009,3.176,104866077,23363,3.176,3,4,104866077,-11
dataset_1,5323,-2.49786,-1.83822,-0.491204,3.14,104866082,23365,3.14,2,6,104866082,-9
dataset_1,5325,-2.52038,-1.85344,-0.384132,3.152,104866087,23367,3.152,4,8,104866087,-7
dataset_1,5327,-2.5091,-1.84447,-0.272449,3.126,104866091,23368,3.126,4,10,104866091,-5
dataset_1,5329,-2.5191,-1.85046,-0.163812,3.13,104866096,23370,3.13,2,12,104866096,-3
dataset_1,5334,-2.7511,-2.01203,-0.786879,3.498,104866128,23382,3.498,2,2,104866128,-13
dataset_1,5336,-2.50727,-1.83303,-0.60372,3.164,104866133,23383,3.164,3,4,104866133,-11
dataset_1,5338,-2.48831,-1.81783,-0.488076,3.12,104866137,23385,3.12,2,6,104866137,-9
dataset_1,5340,-2.51722,-1.8376,-0.38267,3.14,104866142,23387,3.14,4,8,104866142,-7
dataset_1,5342,-2.49943,-1.82395,-0.270706,3.106,104866147,23388,3.106,4,10,104866147,-5
dataset_1,5344,-2.50134,-1.82401,-0.162241,3.1,104866151,23390,3.1,2,12,104866151,-3
dataset_1,5349,-2.75811,-2.00241,-0.786879,3.498,104866183,23402,3.498,2,2,104866183,-13
dataset_1,5351,-2.48506,-1.80351,-0.596851,3.128,104866188,23403,3.128,3,4,104866188,-11
dataset_1,5353,-2.47865,-1.79754,-0.484947,3.1,104866193,23405,3.1,2,6,104866193,-9
dataset_1,5355,-2.48825,-1.80318,-0.377307,3.096,104866197,23407,3.096,4,8,104866197,-7
dataset_1,5357,-2.48965,-1.80353,-0.268963,3.086,104866202,23408,3.086,4,10,104866202,-5
dataset_1,5359,-2.49474,-1.80589,-0.161404,3.084,104866206,23410,3.084,2,12,104866206,-3
dataset_1,5364,-2.78563,-2.00759,-0.792728,3.524,104866239,23422,3.524,2,2,104866239,-13
dataset_1,5366,-2.47222,-1.78105,-0.592271,3.104,104866243,23423,3.104,4,4,104866243,-11
dataset_1,5368,-2.46246,-1.77272,-0.480567,3.072,104866248,23425,3.072,2,6,104866248,-9
dataset_1,5370,-2.48486,-1.78753,-0.375845,3.084,104866252,23427,3.084,4,8,104866252,-7
dataset_1,5372,-2.47328,-1.77854,-0.266522,3.058,104866257,23428,3.058,4,10,104866257,-5
dataset_1,5374,-2.49941,-1.79601,-0.161299,3.082,104866262,23430,3.082,2,12,104866262,-3
dataset_1,5378,-2.76093,-1.97517,-0.783729,3.484,104866294,23442,3.484,2,2,104866294,-13
dataset_1,5380,-2.46884,-1.76556,-0.589981,3.092,104866299,23443,3.092,5,4,104866299,-11
dataset_1,5382,-2.45578,-1.75492,-0.478064,3.056,104866303,23445,3.056,2,6,104866303,-9
dataset_1,5384,-2.48786,-1.77654,-0.375358,3.08,104866308,23447,3.08,4,8,104866308,-7
dataset_1,5386,-2.46326,-1.75832,-0.264779,3.038,104866312,23448,3.038,4,10,104866312,-5
dataset_1,5388,-2.47965,-1.76872,-0.159625,3.05,104866317,23450,3.05,2,12,104866317,-3
dataset_1,5392,-2.75986,-1.95988,-0.78148,3.474,104866349,23462,3.474,2,2,104866349,-13
dataset_1,5394,-2.46859,-1.75239,-0.588455,3.084,104866354,23463,3.084,6,4,104866354,-11
dataset_1,5396,-2.45222,-1.73948,-0.476187,3.044,104866358,23465,3.044,2,6,104866358,-9
dataset_1,5398,-2.46327,-1.74603,-0.370727,3.042,104866363,23467,3.042,2,8,104866363,-7
dataset_1,5400,-2.45963,-1.7428,-0.263733,3.026,104866368,23468,3.026,4,10,104866368,-5
dataset_1,5402,-2.46951,-1.74851,-0.158578,3.03,104866372,23470,3.03,2,12,104866372,-3
dataset_1,5406,-2.79058,-1.96708,-0.788229,3.504,104866404,23482,3.504,1,2,104866404,-13
dataset_1,5408,-2.45061,-1.7268,-0.582731,3.054,104866409,23483,3.054,2,4,104866409,-11
dataset_1,5410,-2.43405,-1.71385,-0.471493,3.014,104866414,23485,3.014,2,6,104866414,-9
dataset_1,5412,-2.44825,-1.72257,-0.367558,3.016,104866418,23487,3.016,2,8,104866418,-7
dataset_1,5414,-2.45266,-1.72504,-0.262339,3.01,104866423,23488,3.01,4,10,104866423,-5
dataset_1,5416,-2.44945,-1.7215,-0.156903,2.998,104866428,23490,2.998,2,12,104866428,-3
dataset_1,5418,-2.49559,-1.75263,-0.0532298,3.05,104866432,23492,3.05,1,14,104866432,-1
dataset_1,5421,-2.46152,-1.72357,-0.693749,3.084,104866460,23500,3.084,1,2,104866460,-13
dataset_1,5423,-2.42225,-1.69545,-0.574717,3.012,104866464,23501,3.012,2,4,104866464,-11
dataset_1,5425,-2.42162,-1.69374,-0.468052,2.992,104866469,23503,2.992,2,6,104866469,-9
dataset_1,5427,-2.43737,-1.7035,-0.365121,2.996,104866474,23505,2.996,3,8,104866474,-7
dataset_1,5429,-2.4401,-1.70477,-0.260421,2.988,104866478,23506,2.988,3,10,104866478,-5
dataset_1,5431,-2.4352,-1.70008,-0.155647,2.974,104866483,23508,2.974,3,12,104866483,-3
dataset_1,5433,-2.47156,-1.72418,-0.0526016,3.014,104866487,23510,3.014,11,14,104866487,-1
dataset_1,5436,-2.42911,-1.68828,-0.682951,3.036,104866515,23520,3.036,2,2,104866515,-13
dataset_1,5438,-2.42171,-1.6825,-0.57319,3.004,104866520,23521,3.004,3,4,104866520,-11
dataset_1,5440,-2.41129,-1.67402,-0.464923,2.972,104866524,23523,2.972,2,6,104866524,-9
dataset_1,5442,-2.44657,-1.69724,-0.365608,3,104866529,23525,3,4,8,104866529,-7
dataset_1,5444,-2.41329,-1.67353,-0.256935,2.948,104866534,23526,2.948,3,10,104866534,-5
dataset_1,5446,-2.44112,-1.69157,-0.155647,2.974,104866538,23528,2.974,3,12,104866538,-3
dataset_1,5448,-2.46277,-1.7053,-0.0522874,2.996,104866543,23530,2.996,3,14,104866543,-1
dataset_1,5451,-2.39008,-1.6488,-0.670354,2.98,104866570,23540,2.98,2,2,104866570,-13
dataset_1,5453,-2.40979,-1.66178,-0.568992,2.982,104866575,23541,2.982,2,4,104866575,-11
dataset_1,5455,-2.39597,-1.65102,-0.460856,2.946,104866580,23543,2.946,2,6,104866580,-9
dataset_1,5457,-2.41978,-1.66618,-0.360733,2.96,104866584,23545,2.96,3,8,104866584,-7
dataset_1,5459,-2.40435,-1.65493,-0.255366,2.93,104866589,23546,2.93,3,10,104866589,-5
dataset_1,5461,-2.41574,-1.66153,-0.153658,2.936,104866593,23548,2.936,3,12,104866593,-3
dataset_1,5463,-2.46706,-1.69556,-0.0522525,2.994,104866598,23550,2.994,3,14,104866598,-1
dataset_1,5466,-2.37652,-1.62724,-0.664955,2.956,104866626,23560,2.956,2,2,104866626,-13
dataset_1,5467,-2.41071,-1.65003,-0.567848,2.976,104866630,23561,2.976,2,4,104866630,-11
dataset_1,5469,-2.39846,-1.64041,-0.46023,2.942,104866635,23563,2.942,2,6,104866635,-9
dataset_1,5471,-2.41575,-1.651,-0.359271,2.948,104866640,23565,2.948,3,8,104866640,-7
dataset_1,5473,-2.40024,-1.63979,-0.25432,2.918,104866644,23566,2.918,3,10,104866644,-5
dataset_1,5475,-2.41493,-1.64859,-0.15324,2.928,104866649,23568,2.928,3,12,104866649,-3
dataset_1,5477,-2.44818,-1.67004,-0.0517289,2.964,104866653,23570,2.964,6,14,104866653,-1
dataset_1,5479,-2.37252,-1.61236,-0.662256,2.944,104866681,23580,2.944,2,2,104866681,-13
dataset_1,5481,-2.40996,-1.63719,-0.566321,2.968,104866686,23581,2.968,3,4,104866686,-11
dataset_1,5483,-2.37965,-1.61539,-0.455537,2.912,104866690,23583,2.912,3,6,104866690,-9
dataset_1,5485,-2.38864,-1.62027,-0.354396,2.908,104866695,23585,2.908,3,8,104866695,-7
dataset_1,5486,-2.38946,-1.62022,-0.252577,2.898,104866699,23586,2.898,3,10,104866699,-5
dataset_1,5488,-2.41405,-1.63567,-0.152821,2.92,104866704,23588,2.92,3,12,104866704,-3
dataset_1,5491,-2.48976,-1.67999,0.052427,3.004,104866734,23599,3.004,1,1,104866734,1
dataset_1,5492,-2.37813,-1.60407,-0.662256,2.944,104866736,23600,2.944,2,2,104866736,-13
dataset_1,5494,-2.3831,-1.60682,-0.558689,2.928,104866741,23601,2.928,3,4,104866741,-11
dataset_1,5496,-2.39183,-1.61149,-0.456789,2.92,104866745,23603,2.92,3,6,104866745,-9
dataset_1,5498,-2.3844,-1.60527,-0.352934,2.896,104866750,23605,2.896,3,8,104866750,-7
dataset_1,5499,-2.38187,-1.60297,-0.251183,2.882,104866755,23606,2.882,3,10,104866755,-5
dataset_1,5501,-2.41809,-1.62611,-0.152716,2.918,104866759,23608,2.918,3,12,104866759,-3
dataset_1,5504,-2.38979,-1.60103,-0.770763,2.978,104866787,23618,2.978,1,0,104866787,-15
dataset_1,5505,-2.50225,-1.67574,0.0525666,3.012,104866789,23619,3.012,1,1,104866789,1
dataset_1,5506,-2.37724,-1.59142,-0.660456,2.936,104866792,23620,2.936,2,2,104866792,-13
dataset_1,5508,-2.37565,-1.58976,-0.555636,2.912,104866796,23621,2.912,3,4,104866796,-11
dataset_1,5510,-2.39416,-1.60093,-0.456163,2.916,104866801,23623,2.916,3,6,104866801,-9
dataset_1,5512,-2.36688,-1.5815,-0.349521,2.868,104866805,23625,2.868,3,8,104866805,-7
dataset_1,5513,-2.3742,-1.58579,-0.249788,2.866,104866810,23626,2.866,3,10,104866810,-5
dataset_1,5515,-2.4088,-1.60768,-0.151774,2.9,104866815,23628,2.9,3,12,104866815,-3
dataset_1,5518,-2.36006,-1.56802,-0.654158,2.908,104866847,23640,2.908,2,2,104866847,-13
dataset_1,5520,-2.37464,-1.57711,-0.554109,2.904,104866851,23641,2.904,3,4,104866851,-11
dataset_1,5522,-2.36846,-1.57181,-0.450218,2.878,104866856,23643,2.878,3,6,104866856,-9
dataset_1,5524,-2.36246,-1.56664,-0.348059,2.856,104866861,23645,2.856,3,8,104866861,-7
dataset_1,5525,-2.36644,-1.56869,-0.248394,2.85,104866865,23646,2.85,3,10,104866865,-5
dataset_1,5527,-2.39775,-1.58824,-0.150728,2.88,104866870,23648,2.88,3,12,104866870,-3
dataset_1,5530,-2.38156,-1.57154,-0.764551,2.954,104866898,23658,2.954,1,0,104866898,-15
dataset_1,5531,-2.33948,-1.54261,-0.646959,2.876,104866902,23660,2.876,2,2,104866902,-13
dataset_1,5533,-2.38013,-1.56881,-0.554109,2.904,104866907,23661,2.904,3,4,104866907,-11
dataset_1,5535,-2.35413,-1.5505,-0.446464,2.854,104866911,23663,2.854,3,6,104866911,-9
dataset_1,5537,-2.35465,-1.54966,-0.346109,2.84,104866916,23665,2.84,3,8,104866916,-7
dataset_1,5538,-2.35525,-1.54947,-0.246651,2.83,104866921,23666,2.83,3,10,104866921,-5
dataset_1,5540,-2.38325,-1.56669,-0.149471,2.856,104866925,23668,2.856,3,12,104866925,-3
dataset_1,5543,-2.3838,-1.5611,-0.763516,2.95,104866953,23678,2.95,1,0,104866953,-15
dataset_1,5544,-2.33507,-1.52803,-0.64426,2.864,104866957,23680,2.864,3,2,104866957,-13
dataset_1,5546,-2.35602,-1.54115,-0.54724,2.868,104866962,23681,2.868,3,4,104866962,-11
dataset_1,5548,-2.35292,-1.53795,-0.445212,2.846,104866967,23683,2.846,2,6,104866967,-9
dataset_1,5550,-2.35007,-1.53492,-0.344647,2.828,104866971,23685,2.828,3,8,104866971,-7
dataset_1,5552,-2.3473,-1.53252,-0.245256,2.814,104866976,23686,2.814,3,10,104866976,-5
dataset_1,5554,-2.3887,-1.55836,-0.149471,2.856,104866980,23688,2.856,3,12,104866980,-3
dataset_1,5557,-2.36332,-1.53593,-0.755234,2.918,104867008,23698,2.918,1,0,104867008,-15
dataset_1,5558,-2.32568,-1.51032,-0.640211,2.846,104867013,23700,2.846,3,2,104867013,-13
dataset_1,5560,-2.33174,-1.51367,-0.540371,2.832,104867017,23701,2.832,3,4,104867017,-11
dataset_1,5562,-2.35496,-1.52757,-0.444587,2.842,104867022,23703,2.842,2,6,104867022,-9
dataset_1,5564,-2.34209,-1.51807,-0.342697,2.812,104867027,23705,2.812,3,8,104867027,-7
dataset_1,5566,-2.35264,-1.52432,-0.245256,2.814,104867031,23706,2.814,3,10,104867031,-5
dataset_1,5568,-2.37904,-1.54025,-0.148529,2.838,104867036,23708,2.838,2,12,104867036,-3
dataset_1,5571,-2.33619,-1.50673,-0.744881,2.878,104867063,23718,2.878,1,0,104867063,-15
dataset_1,5572,-2.33422,-1.5043,-0.64111,2.85,104867068,23720,2.85,3,2,104867068,-13
dataset_1,5573,-2.47655,-1.59542,0.154391,2.95,104867070,23721,2.95,1,3,104867070,3
dataset_1,5574,-2.33041,-1.50127,-0.538845,2.824,104867073,23721,2.824,3,4,104867073,-11
dataset_1,5576,-2.32705,-1.49796,-0.438329,2.802,104867077,23723,2.802,3,6,104867077,-9
dataset_1,5578,-2.33736,-1.50344,-0.341234,2.8,104867082,23725,2.8,3,8,104867082,-7
dataset_1,5580,-2.33783,-1.50317,-0.243165,2.79,104867086,23726,2.79,3,10,104867086,-5
dataset_1,5582,-2.37096,-1.5233,-0.147692,2.822,104867091,23728,2.822,2,12,104867091,-3
dataset_1,5584,-2.33904,-1.50164,-0.0485177,2.78,104867096,23730,2.78,1,14,104867096,-1
dataset_1,5586,-2.33168,-1.49232,-0.741775,2.866,104867119,23738,2.866,1,0,104867119,-15
dataset_1,5587,-2.31975,-1.48354,-0.635712,2.826,104867123,23740,2.826,3,2,104867123,-13
dataset_1,5588,-2.46359,-1.57493,0.15324,2.928,104867126,23741,2.928,5,3,104867126,3
dataset_1,5589,-2.32571,-1.48678,-0.536555,2.812,104867128,23741,2.812,3,4,104867128,-11
dataset_1,5591,-2.30896,-1.47494,-0.433949,2.774,104867133,23743,2.774,3,6,104867133,-9
dataset_1,5593,-2.33422,-1.48993,-0.340015,2.79,104867137,23745,2.79,3,8,104867137,-7
dataset_1,5595,-2.30947,-1.47356,-0.239678,2.75,104867142,23746,2.75,3,10,104867142,-5
dataset_1,5597,-2.35268,-1.49998,-0.146227,2.794,104867146,23748,2.794,2,12,104867146,-3
dataset_1,5599,-2.35608,-1.50099,-0.048762,2.794,104867151,23750,2.794,1,14,104867151,-1
dataset_1,5601,-2.29773,-1.45931,-0.729352,2.818,104867174,23758,2.818,1,0,104867174,-15
dataset_1,5602,-2.32804,-1.47799,0.0481337,2.758,104867176,23759,2.758,3,1,104867176,1
dataset_1,5603,-2.29201,-1.45455,-0.626714,2.786,104867179,23760,2.786,3,2,104867179,-13
dataset_1,5604,-2.4539,-1.55669,0.152298,2.91,104867181,23761,2.91,2,3,104867181,3
dataset_1,5605,-2.31762,-1.47024,-0.533502,2.796,104867183,23761,2.796,3,4,104867183,-11
dataset_1,5607,-2.30909,-1.4637,-0.433011,2.768,104867188,23763,2.768,3,6,104867188,-9
dataset_1,5609,-2.32599,-1.47327,-0.338066,2.774,104867192,23765,2.774,3,8,104867192,-7
dataset_1,5611,-2.31797,-1.46763,-0.240027,2.754,104867197,23766,2.754,3,10,104867197,-5
dataset_1,5613,-2.35115,-1.48749,-0.145808,2.786,104867202,23768,2.786,2,12,104867202,-3
dataset_1,5615,-2.39004,-1.51092,-0.0493554,2.828,104867206,23770,2.828,1,14,104867206,-1
dataset_1,5617,-2.30935,-1.4554,-0.731423,2.826,104867229,23778,2.826,1,0,104867229,-15
dataset_1,5618,-2.32642,-1.46559,0.0479941,2.75,104867232,23779,2.75,1,1,104867232,1
dataset_1,5619,-2.29377,-1.44447,-0.625814,2.782,104867234,23780,2.782,3,2,104867234,-13
dataset_1,5620,-2.42044,-1.52364,0.14989,2.864,104867236,23781,2.864,3,3,104867236,3
dataset_1,5621,-2.3028,-1.44959,-0.528923,2.772,104867239,23781,2.772,3,4,104867239,-11
dataset_1,5623,-2.29245,-1.44196,-0.428943,2.742,104867243,23783,2.742,2,6,104867243,-9
dataset_1,5625,-2.30759,-1.45036,-0.334653,2.746,104867248,23785,2.746,3,8,104867248,-7
dataset_1,5627,-2.31296,-1.45317,-0.238981,2.742,104867252,23786,2.742,3,10,104867252,-5
dataset_1,5629,-2.32588,-1.46016,-0.143924,2.75,104867257,23788,2.75,2,12,104867257,-3
dataset_1,5631,-2.35464,-1.47706,-0.0485177,2.78,104867262,23790,2.78,1,14,104867262,-1
dataset_1,5633,-2.28493,-1.42889,-0.722105,2.79,104867285,23798,2.79,1,0,104867285,-15
dataset_1,5635,-2.29219,-1.43232,-0.624014,2.774,104867289,23800,2.774,3,2,104867289,-13
dataset_1,5636,-2.42744,-1.51624,0.149995,2.866,104867292,23801,2.866,9,3,104867292,3
dataset_1,5637,-2.30452,-1.43946,-0.528159,2.768,104867294,23801,2.768,3,4,104867294,-11
dataset_1,5639,-2.3025,-1.43708,-0.429882,2.748,104867298,23803,2.748,2,6,104867298,-9
dataset_1,5641,-2.30254,-1.43599,-0.333191,2.734,104867303,23805,2.734,3,8,104867303,-7
dataset_1,5643,-2.2842,-1.424,-0.235495,2.702,104867308,23806,2.702,3,10,104867308,-5
dataset_1,5645,-2.32927,-1.45097,-0.143819,2.748,104867312,23808,2.748,2,12,104867312,-3
dataset_1,5649,-2.28006,-1.4148,-0.718999,2.778,104867340,23818,2.778,1,0,104867340,-15
dataset_1,5651,-2.29386,-1.42226,-0.623114,2.77,104867345,23820,2.77,3,2,104867345,-13
dataset_1,5652,-2.43272,-1.50776,0.149995,2.866,104867347,23821,2.866,1,3,104867347,3
dataset_1,5653,-2.28951,-1.419,-0.52358,2.744,104867349,23821,2.744,3,4,104867349,-11
dataset_1,5655,-2.28567,-1.41552,-0.425815,2.722,104867354,23823,2.722,2,6,104867354,-9
dataset_1,5657,-2.30416,-1.42586,-0.332703,2.73,104867358,23825,2.73,3,8,104867358,-7
dataset_1,5659,-2.28916,-1.41602,-0.235495,2.702,104867363,23826,2.702,3,10,104867363,-5
dataset_1,5661,-2.33942,-1.44598,-0.144133,2.754,104867368,23828,2.754,2,12,104867368,-3
dataset_1,5665,-2.27182,-1.39873,-0.714858,2.762,104867395,23838,2.762,1,0,104867395,-15
dataset_1,5667,-2.27558,-1.39995,-0.616816,2.742,104867400,23840,2.742,3,2,104867400,-13
dataset_1,5668,-2.4822,-1.52646,0.152716,2.918,104867402,23841,2.918,1,3,104867402,3
dataset_1,5669,-2.2911,-1.40894,-0.522817,2.74,104867404,23841,2.74,3,4,104867404,-11
dataset_1,5670,-2.26703,-1.39305,-0.421434,2.694,104867409,23843,2.694,2,6,104867409,-9
dataset_1,5672,-2.2922,-1.40742,-0.330266,2.71,104867414,23845,2.71,3,8,104867414,-7
dataset_1,5674,-2.2771,-1.3976,-0.233752,2.682,104867418,23846,2.682,3,10,104867418,-5
dataset_1,5676,-2.30699,-1.41484,-0.14183,2.71,104867423,23848,2.71,2,12,104867423,-3
dataset_1,5680,-2.26869,-1.38536,-0.71227,2.752,104867451,23859,2.752,2,0,104867451,-15
dataset_1,5682,-2.27737,-1.38957,-0.615916,2.738,104867455,23861,2.738,3,2,104867455,-13
dataset_1,5683,-2.47414,-1.50903,0.151879,2.902,104867457,23862,2.902,1,3,104867457,3
dataset_1,5684,-2.27278,-1.38622,-0.517474,2.712,104867460,23862,2.712,3,4,104867460,-11
dataset_1,5685,-2.43945,-1.48729,0.249963,2.868,104867462,23863,2.868,3,5,104867462,5
dataset_1,5686,-2.2755,-1.38679,-0.42206,2.698,104867464,23864,2.698,2,6,104867464,-9
dataset_1,5688,-2.28378,-1.39075,-0.328316,2.694,104867469,23866,2.694,3,8,104867469,-7
dataset_1,5690,-2.2686,-1.38096,-0.232357,2.666,104867474,23867,2.666,3,10,104867474,-5
dataset_1,5692,-2.30534,-1.40222,-0.141412,2.702,104867478,23869,2.702,2,12,104867478,-3
dataset_1,5695,-2.26856,-1.37443,-0.710717,2.746,104867506,23879,2.746,2,0,104867506,-15
dataset_1,5697,-2.27053,-1.37454,-0.612767,2.724,104867510,23881,2.724,4,2,104867510,-13
dataset_1,5698,-2.4418,-1.47764,0.149576,2.858,104867513,23882,2.858,1,3,104867513,3
dataset_1,5699,-2.28433,-1.38235,-0.519,2.72,104867515,23882,2.72,4,4,104867515,-11
dataset_1,5700,-2.4344,-1.47258,0.248917,2.856,104867517,23883,2.856,5,5,104867517,5
dataset_1,5701,-2.26342,-1.36862,-0.418931,2.678,104867520,23884,2.678,2,6,104867520,-9
dataset_1,5703,-2.27163,-1.3725,-0.325879,2.674,104867524,23886,2.674,3,8,104867524,-7
dataset_1,5705,-2.26999,-1.37097,-0.232009,2.662,104867529,23887,2.662,3,10,104867529,-5
dataset_1,5707,-2.29654,-1.38591,-0.140574,2.686,104867533,23889,2.686,2,12,104867533,-3
dataset_1,5711,-2.2582,-1.35794,-0.706058,2.728,104867561,23898,2.728,2,0,104867561,-15
dataset_1,5712,-2.26673,-1.36199,-0.610517,2.714,104867566,23900,2.714,4,2,104867566,-13
